zip_code,county,population,number_of_clinics,avg_distance_to_clinic_km,healthcare_desert_flag
75526,Denton,13,5,22.77,No
75526,Harris,9,7,23.39,No
75526,Tarrant,6,5,16.76,No
75526,Travis,12,0,7.03,No
75527,Collin,15,4,12.44,No
75527,Dallas,6,1,7.06,No
75527,Denton,6,1,12.05,No
75527,Harris,4,4,18.41,No
75527,Tarrant,8,5,16.18,No
75527,Travis,8,5,3.09,No
75528,Collin,10,4,15.63,No
75528,Dallas,9,9,16.77,No
75528,Denton,12,1,23.69,Yes
75528,Harris,8,1,4.78,No
75528,Tarrant,10,4,13.58,No
75528,Travis,6,9,17.73,No
75529,Collin,5,3,8.71,No
75529,Dallas,6,8,11.08,No
75529,Denton,14,8,21.79,No
75529,Harris,7,3,8.43,No
75529,Tarrant,7,5,10.81,No
75529,Travis,6,8,18.02,No
75530,Collin,10,7,20.86,No
75530,Dallas,11,7,23.91,No
75530,Denton,11,0,2.19,No
75530,Harris,8,9,4.92,No
75530,Tarrant,5,4,1.99,No
75530,Travis,13,8,10.07,No
75531,Collin,5,7,3.98,No
75531,Dallas,8,5,1.32,No
75531,Denton,13,1,3.94,No
75531,Harris,14,1,21.68,Yes
75531,Tarrant,9,8,21.06,No
75531,Travis,9,8,16.26,No
75532,Collin,5,0,18.96,Yes
75532,Dallas,7,5,15.54,No
75532,Denton,8,7,7.42,No
75532,Harris,8,6,24.95,No
75532,Tarrant,10,0,12.65,No
75532,Travis,12,7,5.14,No
75533,Collin,4,4,23.8,No
75533,Dallas,13,8,2.51,No
75533,Denton,8,1,7.96,No
75533,Harris,9,0,14.56,No
75533,Tarrant,7,0,13.14,No
75533,Travis,7,6,19.43,No
75534,Collin,11,0,20.57,Yes
75534,Dallas,7,8,21.21,No
75534,Denton,8,0,3.36,No
75534,Harris,6,7,11.09,No
75534,Tarrant,15,0,24.71,Yes
75534,Travis,9,5,4.91,No
75535,Collin,7,1,1.94,No
75535,Dallas,9,9,12.69,No
75535,Denton,10,3,7.72,No
75535,Harris,12,6,12.86,No
75535,Tarrant,5,4,2.73,No
75535,Travis,8,5,19.11,No
75536,Collin,10,0,1.51,No
75536,Dallas,8,2,3.33,No
75536,Denton,11,9,21.89,No
75536,Harris,13,7,2.81,No
75536,Tarrant,2,7,9.05,No
75536,Travis,12,0,16.31,Yes
75537,Collin,8,6,4.44,No
75537,Dallas,6,7,15.04,No
75537,Denton,9,0,17.36,Yes
75537,Harris,6,3,18.12,No
75537,Tarrant,3,6,24.5,No
75537,Travis,4,4,20.66,No
75538,Collin,11,0,11.39,No
75538,Dallas,11,0,14.72,No
75538,Denton,6,7,11.8,No
75538,Harris,10,7,4.19,No
75538,Tarrant,8,2,14.04,No
75538,Travis,9,5,7.06,No
75539,Collin,11,4,7.76,No
75539,Dallas,8,4,14.72,No
75539,Denton,6,6,15.96,No
75539,Harris,8,0,14.26,No
75539,Tarrant,7,6,10.65,No
75539,Travis,2,3,5.93,No
75540,Collin,11,2,2.89,No
75540,Dallas,10,7,15.48,No
75540,Denton,10,6,24.33,No
75540,Harris,7,3,19.18,No
75540,Tarrant,6,2,8.89,No
75540,Travis,7,6,11.55,No
75541,Collin,7,3,8.62,No
75541,Dallas,6,8,11.28,No
75541,Denton,8,4,18.59,No
75541,Harris,7,6,8.59,No
75541,Tarrant,16,7,14.05,No
75541,Travis,11,9,5.13,No
75542,Collin,11,6,1.77,No
75542,Dallas,4,7,5.77,No
75542,Denton,9,4,16.05,No
75542,Harris,7,5,24.19,No
75542,Tarrant,3,9,22.13,No
75542,Travis,13,4,19.76,No
75543,Collin,11,0,6.41,No
75543,Dallas,10,8,20.21,No
75543,Denton,10,6,14.37,No
75543,Harris,11,0,6.73,No
75543,Tarrant,7,4,18.57,No
75543,Travis,13,8,8.56,No
75544,Collin,7,0,10.31,No
75544,Dallas,14,3,13.66,No
75544,Denton,9,5,7.02,No
75544,Harris,13,7,20.87,No
75544,Tarrant,5,5,22.11,No
75544,Travis,10,8,12.43,No
75545,Collin,7,5,9.03,No
75545,Dallas,5,6,23.17,No
75545,Denton,12,3,18.65,No
75545,Harris,9,2,18.18,No
75545,Tarrant,4,5,20.88,No
75545,Travis,5,9,24.56,No
75546,Collin,5,1,24.8,Yes
75546,Dallas,12,9,16.57,No
75546,Denton,10,1,17.27,Yes
75546,Harris,2,0,14.06,No
75546,Tarrant,9,8,7.05,No
75546,Travis,5,9,20.81,No
75547,Collin,8,5,22.88,No
75547,Dallas,7,2,22.25,No
75547,Denton,10,2,11.41,No
75547,Harris,15,7,18.99,No
75547,Tarrant,7,2,8.22,No
75547,Travis,11,6,6.9,No
75548,Collin,8,4,10.46,No
75548,Dallas,8,7,9.01,No
75548,Denton,9,5,18.04,No
75548,Harris,9,7,17.69,No
75548,Tarrant,7,7,19.93,No
75548,Travis,12,9,13.71,No
75549,Collin,11,8,19.04,No
75549,Dallas,6,2,7.34,No
75549,Denton,9,0,6.6,No
75549,Harris,8,2,4.9,No
75549,Tarrant,7,4,7.64,No
75549,Travis,11,3,15.49,No
75550,Collin,4,2,18.74,No
75550,Dallas,8,6,7.74,No
75550,Denton,7,2,9.47,No
75550,Harris,11,6,10.88,No
75550,Tarrant,5,1,13.61,No
75550,Travis,10,4,24.6,No
75551,Collin,8,3,3.74,No
75551,Dallas,10,5,5.15,No
75551,Denton,10,0,21.53,Yes
75551,Harris,15,2,2.71,No
75551,Tarrant,8,9,16.14,No
75551,Travis,2,8,18.35,No
75552,Collin,9,7,5.18,No
75552,Dallas,11,4,5.95,No
75552,Denton,10,5,12.98,No
75552,Harris,10,9,11.83,No
75552,Tarrant,3,7,21.87,No
75552,Travis,8,2,4.19,No
75553,Collin,10,9,20.66,No
75553,Dallas,9,5,20.11,No
75553,Denton,13,6,11.96,No
75553,Harris,15,2,5.29,No
75553,Tarrant,8,2,16.41,No
75553,Travis,9,4,16.7,No
75554,Collin,6,1,1.69,No
75554,Dallas,5,7,11.69,No
75554,Denton,9,6,13.36,No
75554,Harris,14,2,5.24,No
75554,Tarrant,11,3,23.5,No
75554,Travis,6,9,7.26,No
75555,Collin,9,6,16.93,No
75555,Dallas,14,0,21.73,Yes
75555,Denton,6,2,18.48,No
75555,Harris,9,1,7.53,No
75555,Tarrant,10,9,21.52,No
75555,Travis,7,3,13.21,No
75556,Collin,10,9,5.56,No
75556,Dallas,15,0,10.42,No
75556,Denton,10,0,4.4,No
75556,Harris,4,8,11.76,No
75556,Tarrant,8,5,7.51,No
75556,Travis,7,4,9.39,No
75557,Collin,5,6,19.43,No
75557,Dallas,14,6,12.06,No
75557,Denton,6,7,23.43,No
75557,Harris,12,3,6.79,No
75557,Tarrant,6,4,7.07,No
75557,Travis,9,1,19.07,Yes
75558,Collin,11,7,21.71,No
75558,Dallas,4,3,14.37,No
75558,Denton,6,9,14.72,No
75558,Harris,2,1,20.73,Yes
75558,Tarrant,9,6,5.79,No
75558,Travis,3,9,18.36,No
75559,Collin,12,8,6.95,No
75559,Dallas,10,3,5.33,No
75559,Denton,8,5,4.36,No
75559,Harris,8,4,6.71,No
75559,Tarrant,7,2,18.05,No
75559,Travis,8,4,14.73,No
75560,Collin,9,4,15.43,No
75560,Dallas,7,3,17.2,No
75560,Denton,11,0,23.72,Yes
75560,Harris,10,5,3.52,No
75560,Tarrant,8,0,12.82,No
75560,Travis,7,3,5.93,No
75561,Collin,9,4,14.65,No
75561,Dallas,9,8,10.57,No
75561,Denton,14,6,22.84,No
75561,Harris,10,8,17.1,No
75561,Tarrant,14,9,8.96,No
75561,Travis,11,3,15.79,No
75562,Collin,7,6,22.12,No
75562,Dallas,6,1,20.71,Yes
75562,Denton,8,3,12.62,No
75562,Harris,14,9,11.44,No
75562,Tarrant,8,1,21.32,Yes
75562,Travis,16,6,16.66,No
75563,Collin,9,4,12.64,No
75563,Dallas,11,3,22.44,No
75563,Denton,8,4,21.66,No
75563,Harris,4,3,3.31,No
75563,Tarrant,8,5,13.89,No
75563,Travis,5,4,16.17,No
75564,Collin,2,8,22.93,No
75564,Dallas,6,1,6.59,No
75564,Denton,8,7,5.2,No
75564,Harris,9,8,23.08,No
75564,Tarrant,10,5,10.28,No
75564,Travis,16,2,5.23,No
75565,Collin,5,6,13.11,No
75565,Dallas,4,4,10.82,No
75565,Denton,6,9,1.46,No
75565,Harris,7,1,2.81,No
75565,Tarrant,3,7,21.64,No
75565,Travis,7,1,19.84,Yes
75566,Collin,10,4,13.15,No
75566,Dallas,8,7,6.78,No
75566,Denton,10,5,14.31,No
75566,Harris,8,5,1.75,No
75566,Tarrant,14,8,22.04,No
75566,Travis,6,5,22.98,No
75567,Collin,4,3,18.84,No
75567,Dallas,15,5,8.88,No
75567,Denton,10,7,8.83,No
75567,Harris,14,3,13.85,No
75567,Tarrant,9,4,2.59,No
75567,Travis,9,3,22.92,No
75568,Collin,6,6,14.59,No
75568,Dallas,13,9,16.34,No
75568,Denton,7,1,13.48,No
75568,Harris,8,4,11.63,No
75568,Tarrant,1,2,24.52,No
75568,Travis,6,1,4.38,No
75569,Collin,10,3,12.41,No
75569,Dallas,5,5,24.13,No
75569,Denton,6,0,10.21,No
75569,Harris,12,6,2.53,No
75569,Tarrant,9,1,1.17,No
75569,Travis,12,3,8.58,No
75570,Collin,7,6,9.46,No
75570,Dallas,6,7,3.73,No
75570,Denton,10,5,16.63,No
75570,Harris,15,1,5.69,No
75570,Tarrant,11,1,21.84,Yes
75570,Travis,8,4,16.86,No
75571,Collin,8,5,17.2,No
75571,Dallas,15,8,20.69,No
75571,Denton,6,2,9.41,No
75571,Harris,8,5,9.77,No
75571,Tarrant,7,7,12.51,No
75571,Travis,11,0,5.5,No
75572,Collin,12,8,5.73,No
75572,Dallas,5,0,18.75,Yes
75572,Denton,9,4,8.41,No
75572,Harris,6,1,18.35,Yes
75572,Tarrant,12,6,18.41,No
75572,Travis,12,1,21.83,Yes
75573,Collin,8,2,15.4,No
75573,Dallas,6,5,24.83,No
75573,Denton,13,8,17.51,No
75573,Harris,7,4,18.96,No
75573,Tarrant,6,9,11.44,No
75573,Travis,5,3,6.65,No
75574,Collin,10,7,5.99,No
75574,Dallas,10,4,10.92,No
75574,Denton,4,9,9.7,No
75574,Harris,6,5,9.8,No
75574,Tarrant,9,6,9.29,No
75574,Travis,10,3,13.57,No
75575,Collin,6,3,19.28,No
75575,Dallas,11,4,16.72,No
75575,Denton,14,4,20.01,No
75575,Harris,8,4,11.37,No
75575,Tarrant,6,4,18.71,No
75575,Travis,11,7,17.18,No
75576,Collin,8,8,4.18,No
75576,Dallas,13,1,20.77,Yes
75576,Denton,7,6,21.28,No
75576,Harris,11,0,7.58,No
75576,Tarrant,9,7,1.67,No
75576,Travis,10,4,4.91,No
75577,Collin,3,5,5.66,No
75577,Dallas,5,1,20.56,Yes
75577,Denton,10,1,18.32,Yes
75577,Harris,8,0,4.12,No
75577,Tarrant,10,2,22.55,No
75577,Travis,4,6,19.85,No
75578,Collin,9,5,5.42,No
75578,Dallas,6,7,2.26,No
75578,Denton,7,4,11.45,No
75578,Harris,12,3,12.18,No
75578,Tarrant,7,6,10.08,No
75578,Travis,10,6,4.23,No
75579,Collin,2,7,8.53,No
75579,Dallas,2,5,11.15,No
75579,Denton,8,5,4.89,No
75579,Harris,9,3,8.98,No
75579,Tarrant,4,4,23.75,No
75579,Travis,12,2,4.49,No
75580,Collin,6,0,13.77,No
75580,Dallas,13,3,20.43,No
75580,Denton,8,1,20.97,Yes
75580,Harris,13,1,4.26,No
75580,Tarrant,8,2,10.33,No
75580,Travis,5,5,18.35,No
75581,Collin,6,5,23.07,No
75581,Dallas,12,3,13.29,No
75581,Denton,5,4,10.45,No
75581,Harris,8,1,8.35,No
75581,Tarrant,5,6,23.28,No
75581,Travis,4,0,6.67,No
75582,Collin,3,6,6.76,No
75582,Dallas,9,4,2.56,No
75582,Denton,4,4,18.24,No
75582,Harris,5,4,4.69,No
75582,Tarrant,9,0,17.51,Yes
75582,Travis,9,2,3.43,No
75583,Collin,12,5,7.38,No
75583,Dallas,7,3,1.13,No
75583,Denton,11,4,24.05,No
75583,Harris,6,8,18.73,No
75583,Tarrant,5,1,20.1,Yes
75583,Travis,11,4,4.18,No
75584,Collin,14,6,14.11,No
75584,Dallas,7,3,22.15,No
75584,Denton,12,9,8.8,No
75584,Harris,10,1,4.66,No
75584,Tarrant,11,3,20.6,No
75584,Travis,10,0,4.16,No
75585,Collin,6,2,19.4,No
75585,Dallas,7,9,16.56,No
75585,Denton,7,3,13.45,No
75585,Harris,3,2,2.71,No
75585,Tarrant,11,6,12.21,No
75585,Travis,6,3,23.3,No
75586,Collin,10,6,21.35,No
75586,Dallas,13,0,22.31,Yes
75586,Denton,11,4,3.22,No
75586,Harris,5,0,6.34,No
75586,Tarrant,10,1,12.16,No
75586,Travis,6,4,6.77,No
75587,Collin,10,4,19.57,No
75587,Dallas,15,9,2.29,No
75587,Denton,4,6,4.45,No
75587,Harris,5,5,23.27,No
75587,Tarrant,6,7,7.07,No
75587,Travis,8,9,18.41,No
75588,Collin,9,4,20.41,No
75588,Dallas,4,0,11.82,No
75588,Denton,5,3,24.64,No
75588,Harris,11,6,4.05,No
75588,Tarrant,7,8,12.78,No
75588,Travis,5,6,1.35,No
75589,Collin,9,4,3.51,No
75589,Dallas,3,9,16.29,No
75589,Denton,6,1,10.44,No
75589,Harris,2,1,10.45,No
75589,Tarrant,8,3,3.06,No
75589,Travis,8,1,8.83,No
75590,Collin,8,4,13.83,No
75590,Dallas,13,0,12.34,No
75590,Denton,10,3,1.88,No
75590,Harris,5,2,22.56,No
75590,Tarrant,9,0,24.23,Yes
75590,Travis,9,2,1.11,No
75591,Collin,5,9,3.27,No
75591,Dallas,6,3,18.79,No
75591,Denton,12,5,6.09,No
75591,Harris,8,2,12.55,No
75591,Tarrant,8,9,19.62,No
75591,Travis,4,4,3.78,No
75592,Collin,7,2,7.45,No
75592,Dallas,7,8,6.86,No
75592,Denton,12,7,8.77,No
75592,Harris,3,7,16.69,No
75592,Tarrant,9,1,21.13,Yes
75592,Travis,8,9,9.55,No
75593,Collin,13,3,18.75,No
75593,Dallas,10,3,20.44,No
75593,Denton,12,6,10.11,No
75593,Harris,6,0,9.85,No
75593,Tarrant,8,7,10.31,No
75593,Travis,5,7,23.96,No
75594,Collin,11,4,20.21,No
75594,Dallas,13,8,2.32,No
75594,Denton,6,6,3.72,No
75594,Harris,11,4,7.25,No
75594,Tarrant,7,1,14.96,No
75594,Travis,9,9,15.27,No
75595,Collin,5,5,17.84,No
75595,Dallas,5,5,15.07,No
75595,Denton,14,6,7.11,No
75595,Harris,7,9,18.2,No
75595,Tarrant,9,4,19.52,No
75595,Travis,9,6,12.25,No
75596,Collin,8,7,9.19,No
75596,Dallas,7,2,11.06,No
75596,Denton,6,7,19.58,No
75596,Harris,9,4,3.48,No
75596,Tarrant,13,1,24.87,Yes
75596,Travis,4,4,7.55,No
75597,Collin,10,2,24.69,No
75597,Dallas,7,7,20.85,No
75597,Denton,6,8,21.2,No
75597,Harris,8,2,16.99,No
75597,Tarrant,12,5,15.04,No
75597,Travis,7,8,12.34,No
75598,Collin,13,9,13.75,No
75598,Dallas,10,7,21.19,No
75598,Denton,13,1,3.83,No
75598,Harris,10,7,17.06,No
75598,Tarrant,9,6,14.32,No
75598,Travis,9,3,15.1,No
75599,Collin,11,5,17.71,No
75599,Dallas,8,8,18.16,No
75599,Denton,12,5,13.01,No
75599,Harris,10,5,10.25,No
75599,Tarrant,5,9,10.99,No
75599,Travis,10,2,12.34,No
75600,Collin,9,2,15.56,No
75600,Dallas,5,6,10.06,No
75600,Denton,6,2,18.9,No
75600,Harris,16,6,24.55,No
75600,Tarrant,4,6,21.32,No
75600,Travis,14,6,2.84,No
75601,Collin,7,8,5.43,No
75601,Dallas,8,1,8.28,No
75601,Denton,8,9,8.55,No
75601,Harris,7,1,17.81,Yes
75601,Tarrant,6,6,8.89,No
75601,Travis,7,8,10.51,No
75602,Collin,7,4,9.22,No
75602,Dallas,9,2,19.43,No
75602,Denton,7,9,9.83,No
75602,Harris,11,0,23.96,Yes
75602,Tarrant,9,5,22.91,No
75602,Travis,13,1,5.99,No
75603,Collin,6,8,3.59,No
75603,Dallas,6,6,15.57,No
75603,Denton,9,1,21.88,Yes
75603,Harris,10,8,1.68,No
75603,Tarrant,5,6,19.94,No
75603,Travis,10,2,5.3,No
75604,Collin,9,2,23.76,No
75604,Dallas,9,8,6.85,No
75604,Denton,9,9,6.88,No
75604,Harris,10,0,4.13,No
75604,Tarrant,11,1,19.63,Yes
75604,Travis,9,6,3.46,No
75605,Collin,7,2,1.67,No
75605,Dallas,7,2,7.43,No
75605,Denton,8,7,20.15,No
75605,Harris,8,7,9.88,No
75605,Tarrant,9,8,7.41,No
75605,Travis,8,6,19.56,No
75606,Collin,6,3,3.76,No
75606,Dallas,12,3,6.14,No
75606,Denton,9,9,20.49,No
75606,Harris,12,6,11.45,No
75606,Tarrant,3,2,19.83,No
75606,Travis,10,8,14.68,No
75607,Collin,8,9,19.76,No
75607,Dallas,9,6,7.54,No
75607,Denton,13,7,4.46,No
75607,Harris,14,1,9.01,No
75607,Tarrant,10,1,9.46,No
75607,Travis,8,8,12.76,No
75608,Collin,6,8,4.29,No
75608,Dallas,6,8,17.51,No
75608,Denton,15,5,16.73,No
75608,Harris,9,5,10.48,No
75608,Tarrant,4,9,15.54,No
75608,Travis,8,0,2.07,No
75609,Collin,5,0,6.7,No
75609,Dallas,15,3,21.72,No
75609,Denton,7,3,2.7,No
75609,Harris,6,3,14.88,No
75609,Tarrant,6,4,9.34,No
75609,Travis,9,5,3.89,No
75610,Collin,8,1,7.43,No
75610,Dallas,4,6,21.35,No
75610,Denton,15,4,1.76,No
75610,Harris,7,0,16.49,Yes
75610,Tarrant,8,9,19.46,No
75610,Travis,9,2,2.47,No
75611,Collin,12,4,10.23,No
75611,Dallas,10,2,23.94,No
75611,Denton,5,1,6.69,No
75611,Harris,10,2,13.23,No
75611,Tarrant,6,8,3.39,No
75611,Travis,9,7,9.11,No
75612,Collin,16,2,10.0,No
75612,Dallas,9,0,7.49,No
75612,Denton,8,9,2.66,No
75612,Harris,6,2,22.94,No
75612,Tarrant,12,0,7.14,No
75612,Travis,4,8,3.11,No
75613,Collin,4,8,9.54,No
75613,Dallas,6,7,5.27,No
75613,Denton,6,8,11.28,No
75613,Harris,8,1,9.49,No
75613,Tarrant,3,4,3.9,No
75613,Travis,5,1,10.72,No
75614,Collin,8,8,19.77,No
75614,Dallas,15,9,9.46,No
75614,Denton,8,0,4.28,No
75614,Harris,10,4,12.84,No
75614,Tarrant,12,7,12.8,No
75614,Travis,7,8,21.0,No
75615,Collin,5,3,7.89,No
75615,Dallas,6,7,2.5,No
75615,Denton,9,8,3.61,No
75615,Harris,9,4,19.23,No
75615,Tarrant,6,1,3.92,No
75615,Travis,18,2,23.26,No
75616,Collin,6,9,16.92,No
75616,Dallas,12,0,19.88,Yes
75616,Denton,5,1,9.89,No
75616,Harris,4,6,3.14,No
75616,Tarrant,16,9,24.07,No
75616,Travis,11,6,7.75,No
75617,Collin,6,7,17.88,No
75617,Dallas,5,9,23.11,No
75617,Denton,8,6,17.45,No
75617,Harris,12,7,9.72,No
75617,Tarrant,9,7,1.01,No
75617,Travis,13,0,20.49,Yes
75618,Collin,11,2,2.35,No
75618,Dallas,8,2,6.04,No
75618,Denton,7,2,20.9,No
75618,Harris,11,7,22.99,No
75618,Tarrant,11,1,14.04,No
75618,Travis,7,6,14.09,No
75619,Collin,10,6,6.81,No
75619,Dallas,3,1,16.83,Yes
75619,Denton,11,6,16.43,No
75619,Harris,10,6,5.21,No
75619,Tarrant,12,1,22.54,Yes
75619,Travis,3,6,11.74,No
75620,Collin,10,9,10.21,No
75620,Dallas,10,3,4.77,No
75620,Denton,10,0,22.64,Yes
75620,Harris,12,4,6.8,No
75620,Tarrant,9,1,19.71,Yes
75620,Travis,8,4,14.0,No
75621,Collin,12,3,9.06,No
75621,Dallas,7,1,18.85,Yes
75621,Denton,8,0,18.45,Yes
75621,Harris,7,2,12.09,No
75621,Tarrant,10,2,4.42,No
75621,Travis,4,8,1.98,No
75622,Collin,6,2,1.37,No
75622,Dallas,15,3,22.47,No
75622,Denton,12,6,19.84,No
75622,Harris,5,6,19.41,No
75622,Tarrant,9,9,8.56,No
75622,Travis,8,1,14.42,No
75623,Collin,10,6,15.88,No
75623,Dallas,9,6,12.59,No
75623,Denton,11,3,19.85,No
75623,Harris,7,3,3.67,No
75623,Tarrant,4,7,1.26,No
75623,Travis,2,8,10.68,No
75624,Collin,10,2,24.9,No
75624,Dallas,8,3,2.69,No
75624,Denton,9,6,7.61,No
75624,Harris,6,1,12.22,No
75624,Tarrant,6,5,18.24,No
75624,Travis,7,4,12.51,No
75625,Collin,10,0,23.42,Yes
75625,Dallas,5,7,5.08,No
75625,Denton,5,0,7.75,No
75625,Harris,16,5,3.4,No
75625,Tarrant,3,8,18.29,No
75625,Travis,8,0,22.24,Yes
75626,Collin,9,4,20.97,No
75626,Dallas,6,2,18.94,No
75626,Denton,3,9,20.46,No
75626,Harris,3,2,15.05,No
75626,Tarrant,6,4,6.09,No
75626,Travis,7,4,24.02,No
75627,Collin,8,4,5.62,No
75627,Dallas,13,0,9.76,No
75627,Denton,12,5,10.35,No
75627,Harris,13,4,9.79,No
75627,Tarrant,10,2,9.51,No
75627,Travis,7,6,18.55,No
75628,Collin,7,4,20.59,No
75628,Dallas,12,9,14.7,No
75628,Denton,9,3,12.58,No
75628,Harris,5,0,21.21,Yes
75628,Tarrant,7,2,10.71,No
75628,Travis,7,8,5.17,No
75629,Collin,12,7,22.25,No
75629,Dallas,9,3,6.25,No
75629,Denton,7,2,10.33,No
75629,Harris,5,2,17.94,No
75629,Tarrant,5,9,15.24,No
75629,Travis,7,7,8.99,No
75630,Collin,10,2,2.28,No
75630,Dallas,11,3,2.03,No
75630,Denton,3,2,1.23,No
75630,Harris,10,0,10.76,No
75630,Tarrant,3,5,3.56,No
75630,Travis,7,1,16.45,Yes
75631,Collin,4,7,15.61,No
75631,Dallas,4,5,16.37,No
75631,Denton,9,7,9.96,No
75631,Harris,9,6,21.81,No
75631,Tarrant,12,9,17.54,No
75631,Travis,14,5,7.67,No
75632,Collin,13,8,6.54,No
75632,Dallas,13,9,2.52,No
75632,Denton,7,9,24.71,No
75632,Harris,7,8,5.48,No
75632,Tarrant,8,0,5.0,No
75632,Travis,12,7,7.57,No
75633,Collin,5,4,21.05,No
75633,Dallas,9,9,12.11,No
75633,Denton,8,9,4.22,No
75633,Harris,5,5,5.96,No
75633,Tarrant,9,2,12.16,No
75633,Travis,14,2,18.68,No
75634,Collin,9,0,7.0,No
75634,Dallas,8,5,15.71,No
75634,Denton,14,5,18.72,No
75634,Harris,2,1,9.02,No
75634,Tarrant,8,9,9.67,No
75634,Travis,5,5,6.97,No
75635,Collin,12,2,23.65,No
75635,Dallas,11,2,8.05,No
75635,Denton,7,5,4.63,No
75635,Harris,9,5,1.3,No
75635,Tarrant,6,5,4.38,No
75635,Travis,7,0,9.15,No
75636,Collin,14,1,7.27,No
75636,Dallas,10,5,22.17,No
75636,Denton,8,9,12.18,No
75636,Harris,5,0,18.57,Yes
75636,Tarrant,7,2,14.77,No
75636,Travis,3,1,15.68,Yes
75637,Collin,12,1,20.62,Yes
75637,Dallas,10,9,21.23,No
75637,Denton,7,6,14.03,No
75637,Harris,8,8,6.12,No
75637,Tarrant,14,6,7.69,No
75637,Travis,9,5,24.28,No
75638,Collin,7,6,3.12,No
75638,Dallas,8,5,11.56,No
75638,Denton,10,1,3.42,No
75638,Harris,7,1,2.91,No
75638,Tarrant,7,0,6.33,No
75638,Travis,11,5,2.13,No
75639,Collin,3,8,4.78,No
75639,Dallas,7,2,24.32,No
75639,Denton,9,1,14.54,No
75639,Harris,9,5,22.19,No
75639,Tarrant,12,3,16.36,No
75639,Travis,7,0,3.47,No
75640,Collin,7,4,7.98,No
75640,Dallas,16,6,10.64,No
75640,Denton,5,5,6.49,No
75640,Harris,4,2,6.93,No
75640,Tarrant,8,8,15.58,No
75640,Travis,12,2,6.38,No
75641,Collin,11,3,22.7,No
75641,Dallas,8,0,2.23,No
75641,Denton,13,4,5.11,No
75641,Harris,7,0,6.33,No
75641,Tarrant,5,7,22.96,No
75641,Travis,9,7,24.36,No
75642,Collin,8,6,15.43,No
75642,Dallas,8,0,23.89,Yes
75642,Denton,10,9,9.12,No
75642,Harris,11,4,18.3,No
75642,Tarrant,10,4,12.68,No
75642,Travis,4,2,18.75,No
75643,Collin,10,8,7.43,No
75643,Dallas,14,4,15.56,No
75643,Denton,7,8,2.69,No
75643,Harris,11,6,18.19,No
75643,Tarrant,7,1,19.08,Yes
75643,Travis,5,1,2.66,No
75644,Collin,7,3,21.14,No
75644,Dallas,11,6,5.25,No
75644,Denton,8,9,19.16,No
75644,Harris,7,1,15.93,Yes
75644,Tarrant,11,1,16.14,Yes
75644,Travis,9,4,12.59,No
75645,Collin,7,7,23.44,No
75645,Dallas,6,1,13.45,No
75645,Denton,4,5,5.74,No
75645,Harris,7,3,4.45,No
75645,Tarrant,8,2,4.02,No
75645,Travis,12,9,3.18,No
75646,Collin,9,3,2.8,No
75646,Dallas,11,9,2.41,No
75646,Denton,5,8,24.01,No
75646,Harris,8,6,15.21,No
75646,Tarrant,9,4,24.88,No
75646,Travis,9,6,24.28,No
75647,Collin,10,9,13.03,No
75647,Dallas,11,6,23.91,No
75647,Denton,8,7,2.96,No
75647,Harris,11,8,17.55,No
75647,Tarrant,7,2,19.39,No
75647,Travis,9,4,9.15,No
75648,Collin,5,6,2.55,No
75648,Dallas,2,4,15.4,No
75648,Denton,7,5,19.42,No
75648,Harris,7,6,13.96,No
75648,Tarrant,10,9,3.94,No
75648,Travis,9,1,4.69,No
75649,Collin,6,8,5.62,No
75649,Dallas,8,9,24.41,No
75649,Denton,5,8,19.66,No
75649,Harris,10,1,11.27,No
75649,Tarrant,7,9,11.93,No
75649,Travis,10,5,3.21,No
75650,Collin,6,6,3.85,No
75650,Dallas,12,4,17.82,No
75650,Denton,8,6,15.99,No
75650,Harris,12,1,2.31,No
75650,Tarrant,7,5,9.38,No
75650,Travis,6,6,22.94,No
75651,Collin,5,9,12.79,No
75651,Dallas,7,4,22.11,No
75651,Denton,7,7,8.36,No
75651,Harris,13,8,12.59,No
75651,Tarrant,8,1,15.23,Yes
75651,Travis,7,3,8.07,No
75652,Collin,7,1,19.77,Yes
75652,Dallas,13,3,7.76,No
75652,Denton,7,3,5.43,No
75652,Harris,7,2,4.3,No
75652,Tarrant,11,7,5.97,No
75652,Travis,11,3,17.12,No
75653,Collin,6,6,13.04,No
75653,Dallas,3,8,14.68,No
75653,Denton,5,8,15.41,No
75653,Harris,9,8,17.16,No
75653,Tarrant,10,2,24.95,No
75653,Travis,3,2,19.54,No
75654,Collin,6,3,22.94,No
75654,Dallas,19,7,18.36,No
75654,Denton,8,7,6.54,No
75654,Harris,7,7,19.33,No
75654,Tarrant,10,7,5.54,No
75654,Travis,10,9,16.77,No
75655,Collin,14,7,5.86,No
75655,Dallas,7,3,8.57,No
75655,Denton,8,9,24.96,No
75655,Harris,13,0,16.07,Yes
75655,Tarrant,8,8,14.56,No
75655,Travis,8,5,2.1,No
75656,Collin,11,9,23.83,No
75656,Dallas,10,1,24.48,Yes
75656,Denton,8,7,10.0,No
75656,Harris,7,3,4.77,No
75656,Tarrant,9,1,15.72,Yes
75656,Travis,4,5,19.09,No
75657,Collin,7,0,19.49,Yes
75657,Dallas,8,6,12.37,No
75657,Denton,8,2,4.52,No
75657,Harris,6,9,12.65,No
75657,Tarrant,7,1,4.55,No
75657,Travis,8,2,23.65,No
